reading_date,daily_avg_power,moving_avg_7day
2008-12-01,1.123,1.480
2008-12-02,1.245,1.390
2008-12-03,1.219,1.414
2008-12-04,1.207,1.352
2008-12-05,1.430,1.369
2008-12-06,1.753,1.378
2008-12-07,1.713,1.384
2008-12-08,1.298,1.409
2008-12-09,1.391,1.430
2008-12-10,1.541,1.476
2008-12-11,0.995,1.446
2008-12-12,1.261,1.422
2008-12-13,1.268,1.352
2008-12-14,1.390,1.306
2008-12-15,1.247,1.299
2008-12-16,1.248,1.278
2008-12-17,1.457,1.267
2008-12-18,1.206,1.297
2008-12-19,1.307,1.303
2008-12-20,1.558,1.345
2008-12-21,1.836,1.409
2008-12-22,1.400,1.430
2008-12-23,1.249,1.430
2008-12-24,0.882,1.348
2008-12-25,0.737,1.281
2008-12-26,0.850,1.216
2008-12-27,2.064,1.288
2008-12-28,1.091,1.182
2008-12-29,0.386,1.037
2008-12-30,0.830,0.977
2008-12-31,1.364,1.046
2009-01-01,0.977,1.080
2009-01-02,1.616,1.190
2009-01-03,1.329,1.085
2009-01-04,1.347,1.121
2009-01-05,1.114,1.225
2009-01-06,1.174,1.274
2009-01-07,1.445,1.286
2009-01-08,1.134,1.308
2009-01-09,1.242,1.255
2009-01-10,1.460,1.274
2009-01-11,1.372,1.277
2009-01-12,1.104,1.276
2009-01-13,1.516,1.325
2009-01-14,1.234,1.295
2009-01-15,1.086,1.288
2009-01-16,1.921,1.385
2009-01-17,2.304,1.505
2009-01-18,2.190,1.622
2009-01-19,1.180,1.633
2009-01-20,1.207,1.589
2009-01-21,1.208,1.585
2009-01-22,0.859,1.553
2009-01-23,1.327,1.468
2009-01-24,1.528,1.357
2009-01-25,1.975,1.326
2009-01-26,1.163,1.324
2009-01-27,0.990,1.293
2009-01-28,1.890,1.390
2009-01-29,1.093,1.424
2009-01-30,1.430,1.438
2009-01-31,2.301,1.549
2009-02-01,1.289,1.451
2009-02-02,1.113,1.444
2009-02-03,1.297,1.488
2009-02-04,1.709,1.462
2009-02-05,1.145,1.469
2009-02-06,1.422,1.468
2009-02-07,2.175,1.450
2009-02-08,1.516,1.483
2009-02-09,1.185,1.493
2009-02-10,1.350,1.500
2009-02-11,1.833,1.518
2009-02-12,1.367,1.550
2009-02-13,1.174,1.514
2009-02-14,1.622,1.435
2009-02-15,1.101,1.376
2009-02-16,0.916,1.338
2009-02-17,0.552,1.224
2009-02-18,0.574,1.044
2009-02-19,0.512,0.922
2009-02-20,1.306,0.941
2009-02-21,0.914,0.839
2009-02-22,1.554,0.904
2009-02-23,1.898,1.044
2009-02-24,1.238,1.142
2009-02-25,0.812,1.177
2009-02-26,0.803,1.218
2009-02-27,1.409,1.233
2009-02-28,1.132,1.264
2009-03-01,1.715,1.287
2009-03-02,1.026,1.162
2009-03-03,1.284,1.169
2009-03-04,1.279,1.236
2009-03-05,1.001,1.264
2009-03-06,1.239,1.239
2009-03-07,1.178,1.246
2009-03-08,1.637,1.235
2009-03-09,1.171,1.256
2009-03-10,1.275,1.254
2009-03-11,1.671,1.310
2009-03-12,1.311,1.354
2009-03-13,1.004,1.321
2009-03-14,1.492,1.366
2009-03-15,1.349,1.325
2009-03-16,0.928,1.290
2009-03-17,1.342,1.299
2009-03-18,1.007,1.205
2009-03-19,0.827,1.136
2009-03-20,1.017,1.137
2009-03-21,1.340,1.116
2009-03-22,1.173,1.091
2009-03-23,0.900,1.087
2009-03-24,1.154,1.060
2009-03-25,1.277,1.098
2009-03-26,0.841,1.100
2009-03-27,1.190,1.125
2009-03-28,1.570,1.158
2009-03-29,1.539,1.210
2009-03-30,1.026,1.228
2009-03-31,1.266,1.244
2009-04-01,1.140,1.225
2009-04-02,1.142,1.268
2009-04-03,0.947,1.233
2009-04-04,1.522,1.226
2009-04-05,0.955,1.143
2009-04-06,1.009,1.140
2009-04-07,1.000,1.102
2009-04-08,1.066,1.091
2009-04-09,1.313,1.116
2009-04-10,1.279,1.163
2009-04-11,1.710,1.190
2009-04-12,1.487,1.266
2009-04-13,1.112,1.281
2009-04-14,1.043,1.287
2009-04-15,0.844,1.255
2009-04-16,1.086,1.223
2009-04-17,1.419,1.243
2009-04-18,1.050,1.149
2009-04-19,0.893,1.064
2009-04-20,1.032,1.053
2009-04-21,1.316,1.092
2009-04-22,1.039,1.119
2009-04-23,0.793,1.077
2009-04-24,0.829,0.993
2009-04-25,1.404,1.044
2009-04-26,1.237,1.093
2009-04-27,0.939,1.080
2009-04-28,1.185,1.061
2009-04-29,1.156,1.078
2009-04-30,1.274,1.146
2009-05-01,1.051,1.178
2009-05-02,0.968,1.116
2009-05-03,1.117,1.099
2009-05-04,1.158,1.130
2009-05-05,1.202,1.132
2009-05-06,0.937,1.101
2009-05-07,0.703,1.020
2009-05-08,1.290,1.054
2009-05-09,0.876,1.041
2009-05-10,1.367,1.076
2009-05-11,1.054,1.061
2009-05-12,1.129,1.051
2009-05-13,0.866,1.041
2009-05-14,1.116,1.099
2009-05-15,0.988,1.056
2009-05-16,1.394,1.130
2009-05-17,1.072,1.088
2009-05-18,0.840,1.058
2009-05-19,1.123,1.057
2009-05-20,0.908,1.063
2009-05-21,1.094,1.060
2009-05-22,0.746,1.025
2009-05-23,1.063,0.978
2009-05-24,0.894,0.953
2009-05-25,0.940,0.967
2009-05-26,0.931,0.939
2009-05-27,1.072,0.963
2009-05-28,0.819,0.924
2009-05-29,0.863,0.940
2009-05-30,1.152,0.953
2009-05-31,0.665,0.920
2009-06-01,1.002,0.929
2009-06-02,0.757,0.904
2009-06-03,0.942,0.886
2009-06-04,0.719,0.872
2009-06-05,0.854,0.870
2009-06-06,1.025,0.852
2009-06-07,0.838,0.877
2009-06-08,0.819,0.851
2009-06-09,0.926,0.875
2009-06-10,1.113,0.899
2009-06-11,0.903,0.925
2009-06-12,0.765,0.913
2009-06-13,0.474,0.834
2009-06-15,0.784,0.826
2009-06-16,1.048,0.859
2009-06-17,0.686,0.825
2009-06-18,0.810,0.781
2009-06-19,0.755,0.760
2009-06-20,0.769,0.761
2009-06-21,0.594,0.778
2009-06-22,0.760,0.774
2009-06-23,0.722,0.728
2009-06-24,1.066,0.782
2009-06-25,0.536,0.743
2009-06-26,0.887,0.762
2009-06-27,1.187,0.822
2009-06-28,0.736,0.842
2009-06-29,0.701,0.833
2009-06-30,0.828,0.849
2009-07-01,0.846,0.817
2009-07-02,0.863,0.864
2009-07-03,0.600,0.823
2009-07-04,0.860,0.776
2009-07-05,0.980,0.811
2009-07-06,0.663,0.806
2009-07-07,0.771,0.797
2009-07-08,0.857,0.799
2009-07-09,0.588,0.760
2009-07-10,0.827,0.792
2009-07-11,0.690,0.768
2009-07-12,0.357,0.679
2009-07-13,0.345,0.633
2009-07-14,0.633,0.614
2009-07-15,0.499,0.563
2009-07-16,0.416,0.538
2009-07-17,0.508,0.493
2009-07-18,0.671,0.490
2009-07-19,0.836,0.558
2009-07-20,0.460,0.575
2009-07-21,0.565,0.565
2009-07-22,0.514,0.567
2009-07-23,0.715,0.610
2009-07-24,0.390,0.593
2009-07-25,0.373,0.550
2009-07-26,0.377,0.485
2009-07-27,0.478,0.487
2009-07-28,0.627,0.496
2009-07-29,0.626,0.512
2009-07-30,0.550,0.489
2009-07-31,0.678,0.530
2009-08-01,0.491,0.547
2009-08-02,0.340,0.541
2009-08-03,0.347,0.523
2009-08-04,0.353,0.484
2009-08-05,0.360,0.446
2009-08-06,0.370,0.420
2009-08-07,0.375,0.377
2009-08-08,0.366,0.359
2009-08-09,0.693,0.409
2009-08-10,0.743,0.466
2009-08-11,0.660,0.509
2009-08-12,0.573,0.540
2009-08-13,1.105,0.645
2009-08-14,0.520,0.666
2009-08-15,1.051,0.764
2009-08-16,0.846,0.785
2009-08-17,0.546,0.757
2009-08-18,0.750,0.770
2009-08-19,0.612,0.776
2009-08-20,0.539,0.695
2009-08-21,0.807,0.736
2009-08-22,1.076,0.739
2009-08-23,0.741,0.724
2009-08-24,0.870,0.770
2009-08-25,0.655,0.757
2009-08-26,0.789,0.782
2009-08-27,0.520,0.780
2009-08-28,0.777,0.775
2009-08-29,0.964,0.760
2009-08-30,1.159,0.819
2009-08-31,0.879,0.821
2009-09-01,0.681,0.824
2009-09-02,0.849,0.833
2009-09-03,0.869,0.883
2009-09-04,0.711,0.873
2009-09-05,1.051,0.886
2009-09-06,0.853,0.842
2009-09-07,0.848,0.838
2009-09-08,0.754,0.848
2009-09-09,1.056,0.878
2009-09-10,0.772,0.864
2009-09-11,0.843,0.883
2009-09-12,1.434,0.937
2009-09-13,1.091,0.971
2009-09-14,1.094,1.006
2009-09-15,1.012,1.043
2009-09-16,1.211,1.065
2009-09-17,0.850,1.076
2009-09-18,0.954,1.092
2009-09-19,1.483,1.099
2009-09-20,1.413,1.145
2009-09-21,0.985,1.130
2009-09-22,0.866,1.109
2009-09-23,1.137,1.098
2009-09-24,0.990,1.118
2009-09-25,0.806,1.097
2009-09-26,1.081,1.040
2009-09-27,0.979,0.978
2009-09-28,0.902,0.966
2009-09-29,0.796,0.956
2009-09-30,1.233,0.970
2009-10-01,0.894,0.956
2009-10-02,0.800,0.955
2009-10-03,1.192,0.971
2009-10-04,1.126,0.992
2009-10-05,0.886,0.990
2009-10-06,0.992,1.018
2009-10-07,1.265,1.022
2009-10-08,1.095,1.051
2009-10-09,0.939,1.071
2009-10-10,1.398,1.100
2009-10-11,1.347,1.132
2009-10-12,0.939,1.139
2009-10-13,1.006,1.141
2009-10-14,1.188,1.130
2009-10-15,1.035,1.122
2009-10-16,1.053,1.138
2009-10-17,1.904,1.210
2009-10-18,1.081,1.172
2009-10-19,0.951,1.174
2009-10-20,1.196,1.201
2009-10-21,1.368,1.227
2009-10-22,0.972,1.218
2009-10-23,1.220,1.242
2009-10-24,1.816,1.229
2009-10-25,1.671,1.313
2009-10-26,0.772,1.288
2009-10-27,0.776,1.228
2009-10-28,0.881,1.158
2009-10-29,1.376,1.216
2009-10-30,1.037,1.190
2009-10-31,1.303,1.117
2009-11-01,1.280,1.061
2009-11-02,1.045,1.100
2009-11-03,1.574,1.214
2009-11-04,1.251,1.267
2009-11-05,1.084,1.225
2009-11-06,0.966,1.215
2009-11-07,1.081,1.183
2009-11-08,1.742,1.249
2009-11-09,0.976,1.239
2009-11-10,1.115,1.174
2009-11-11,1.417,1.197
2009-11-12,1.016,1.188
2009-11-13,1.065,1.202
2009-11-14,1.778,1.301
2009-11-15,1.366,1.248
2009-11-16,1.052,1.258
2009-11-17,1.186,1.269
2009-11-18,1.833,1.328
2009-11-19,1.024,1.329
2009-11-20,1.362,1.372
2009-11-21,1.734,1.365
2009-11-22,1.702,1.413
2009-11-23,1.022,1.409
2009-11-24,1.478,1.451
2009-11-25,1.375,1.385
2009-11-26,1.111,1.398
2009-11-27,0.958,1.340
2009-11-28,1.291,1.277
2009-11-29,1.147,1.197
2009-11-30,1.212,1.225
2009-12-01,1.220,1.188
2009-12-02,1.629,1.224
2009-12-03,1.028,1.212
2009-12-04,1.188,1.245
2009-12-05,1.633,1.294
2009-12-06,1.652,1.366
2009-12-07,1.210,1.366
2009-12-08,1.394,1.390
2009-12-09,1.252,1.337
2009-12-10,1.429,1.394
2009-12-11,1.239,1.401
2009-12-12,1.261,1.348
2009-12-13,1.485,1.324
2009-12-14,1.246,1.329
2009-12-15,1.347,1.323
2009-12-16,0.969,1.282
2009-12-17,1.192,1.249
2009-12-18,1.212,1.245
2009-12-19,1.531,1.283
2009-12-20,0.795,1.185
2009-12-21,1.413,1.208
2009-12-22,1.311,1.203
2009-12-23,1.011,1.209
2009-12-24,2.018,1.327
2009-12-25,1.478,1.365
2009-12-26,1.516,1.363
2009-12-27,1.525,1.467
2009-12-28,1.454,1.473
2009-12-29,1.422,1.489
2009-12-30,1.702,1.588
2009-12-31,1.536,1.519
2010-01-01,0.850,1.429
2010-01-02,0.910,1.343
2010-01-03,1.447,1.332
2010-01-04,1.114,1.283
2010-01-05,1.542,1.300
2010-01-06,1.234,1.233
2010-01-07,1.229,1.189
2010-01-08,1.248,1.246
2010-01-09,1.623,1.348
2010-01-10,1.742,1.390
2010-01-11,1.055,1.382
2010-01-12,1.436,1.367
2010-01-14,2.075,1.487
2010-01-15,1.526,1.529
2010-01-16,1.493,1.564
2010-01-17,1.324,1.522
2010-01-18,1.306,1.459
2010-01-19,1.690,1.550
2010-01-20,1.633,1.578
2010-01-21,1.485,1.494
2010-01-22,1.243,1.454
2010-01-23,1.813,1.499
2010-01-24,1.576,1.535
2010-01-25,1.341,1.540
2010-01-26,1.436,1.504
2010-01-27,1.917,1.544
2010-01-28,1.465,1.542
2010-01-29,1.453,1.572
2010-01-30,1.974,1.595
2010-01-31,1.249,1.548
2010-02-01,1.176,1.525
2010-02-02,1.498,1.533
2010-02-03,2.016,1.548
2010-02-04,1.609,1.568
2010-02-05,1.458,1.569
2010-02-06,1.884,1.556
2010-02-07,1.129,1.539
2010-02-08,1.793,1.627
2010-02-09,1.681,1.653
2010-02-10,1.351,1.558
2010-02-11,0.951,1.464
2010-02-12,1.315,1.444
2010-02-13,1.633,1.408
2010-02-14,1.172,1.414
2010-02-15,1.456,1.366
2010-02-16,1.248,1.304
2010-02-17,1.427,1.315
2010-02-18,1.223,1.353
2010-02-19,1.357,1.359
2010-02-20,1.378,1.323
2010-02-21,1.903,1.427
2010-02-22,1.024,1.366
2010-02-23,1.015,1.332
2010-02-24,1.329,1.318
2010-02-25,1.306,1.330
2010-02-26,1.472,1.347
2010-02-27,1.226,1.325
2010-02-28,0.494,1.124
2010-03-01,0.902,1.106
2010-03-02,0.533,1.037
2010-03-03,0.650,0.940
2010-03-04,0.474,0.822
2010-03-05,0.787,0.724
2010-03-06,0.552,0.627
2010-03-07,0.953,0.693
2010-03-08,1.776,0.818
2010-03-09,1.222,0.916
2010-03-10,1.266,1.004
2010-03-11,1.355,1.130
2010-03-12,1.143,1.181
2010-03-13,1.655,1.338
2010-03-14,1.088,1.358
2010-03-15,1.244,1.282
2010-03-16,1.071,1.260
2010-03-17,1.395,1.279
2010-03-18,1.085,1.240
2010-03-19,1.155,1.242
2010-03-20,0.568,1.087
2010-03-21,1.477,1.142
2010-03-22,1.124,1.125
2010-03-23,1.265,1.153
2010-03-24,1.385,1.151
2010-03-25,1.167,1.163
2010-03-26,1.147,1.162
2010-03-27,1.283,1.264
2010-03-28,1.249,1.231
2010-03-29,1.127,1.232
2010-03-30,1.324,1.240
2010-03-31,1.336,1.233
2010-04-01,1.172,1.234
2010-04-02,1.145,1.234
2010-04-03,1.254,1.229
2010-04-04,1.174,1.219
2010-04-05,0.777,1.169
2010-04-06,1.268,1.161
2010-04-07,1.109,1.128
2010-04-08,1.145,1.125
2010-04-09,0.856,1.083
2010-04-10,0.827,1.022
2010-04-11,1.114,1.014
2010-04-12,1.000,1.046
2010-04-13,1.050,1.014
2010-04-14,1.153,1.021
2010-04-15,1.300,1.043
2010-04-16,1.085,1.075
2010-04-17,1.082,1.112
2010-04-18,1.025,1.099
2010-04-19,1.187,1.126
2010-04-20,1.273,1.158
2010-04-21,1.097,1.150
2010-04-22,1.015,1.109
2010-04-23,0.820,1.071
2010-04-24,1.054,1.067
2010-04-25,1.071,1.074
2010-04-26,0.752,1.012
2010-04-27,0.869,0.954
2010-04-28,0.603,0.883
2010-04-29,0.766,0.848
2010-04-30,0.777,0.842
2010-05-01,0.917,0.822
2010-05-02,1.519,0.886
2010-05-03,0.980,0.919
2010-05-04,1.053,0.945
2010-05-05,1.254,1.038
2010-05-06,0.902,1.057
2010-05-07,1.142,1.110
2010-05-08,1.065,1.131
2010-05-09,1.088,1.069
2010-05-10,1.019,1.075
2010-05-11,1.091,1.080
2010-05-12,1.413,1.103
2010-05-13,1.079,1.128
2010-05-14,1.196,1.136
2010-05-15,1.351,1.177
2010-05-16,1.459,1.230
2010-05-17,1.131,1.246
2010-05-18,0.987,1.231
2010-05-19,0.991,1.170
2010-05-20,0.801,1.131
2010-05-21,0.899,1.088
2010-05-22,1.455,1.103
2010-05-23,1.033,1.042
2010-05-24,0.931,1.014
2010-05-25,0.832,0.992
2010-05-26,0.964,0.988
2010-05-27,0.919,1.005
2010-05-28,0.971,1.015
2010-05-29,1.423,1.011
2010-05-30,1.157,1.028
2010-05-31,0.931,1.028
2010-06-01,0.881,1.035
2010-06-02,0.681,0.995
2010-06-03,0.968,1.002
2010-06-04,0.986,1.004
2010-06-05,1.396,1.000
2010-06-06,1.213,1.008
2010-06-07,0.703,0.976
2010-06-08,0.946,0.985
2010-06-09,1.066,1.040
2010-06-10,0.844,1.022
2010-06-11,1.021,1.027
2010-06-12,1.371,1.023
2010-06-13,1.163,1.016
2010-06-14,0.846,1.037
2010-06-15,0.850,1.023
2010-06-16,1.228,1.046
2010-06-17,0.714,1.028
2010-06-18,0.925,1.014
2010-06-19,0.983,0.958
2010-06-20,1.161,0.958
2010-06-21,1.153,1.002
2010-06-22,1.056,1.032
2010-06-23,1.001,0.999
2010-06-24,0.761,1.006
2010-06-25,0.763,0.983
2010-06-26,0.682,0.940
2010-06-27,0.792,0.887
2010-06-28,1.022,0.868
2010-06-29,0.950,0.853
2010-06-30,0.961,0.847
2010-07-01,0.937,0.872
2010-07-02,0.792,0.877
2010-07-03,0.778,0.890
2010-07-04,1.068,0.930
2010-07-05,0.774,0.894
2010-07-06,0.699,0.858
2010-07-07,0.580,0.804
2010-07-08,0.842,0.790
2010-07-09,0.752,0.785
2010-07-10,0.802,0.788
2010-07-11,0.829,0.754
2010-07-12,0.771,0.753
2010-07-13,0.960,0.791
2010-07-14,0.979,0.848
2010-07-15,1.135,0.890
2010-07-16,0.569,0.863
2010-07-17,0.560,0.829
2010-07-18,0.564,0.791
2010-07-19,0.556,0.760
2010-07-20,0.594,0.708
2010-07-21,0.739,0.674
2010-07-22,0.809,0.627
2010-07-23,0.817,0.663
2010-07-24,0.640,0.674
2010-07-25,0.785,0.706
2010-07-26,0.614,0.714
2010-07-27,0.661,0.724
2010-07-28,0.599,0.704
2010-07-29,0.381,0.643
2010-07-30,0.383,0.581
2010-07-31,0.385,0.544
2010-08-01,0.386,0.487
2010-08-02,0.382,0.454
2010-08-03,0.427,0.420
2010-08-04,0.377,0.389
2010-08-05,0.370,0.387
2010-08-06,0.364,0.385
2010-08-07,0.366,0.382
2010-08-08,0.367,0.379
2010-08-09,0.372,0.378
2010-08-10,0.378,0.371
2010-08-11,0.376,0.371
2010-08-12,0.368,0.370
2010-08-13,0.371,0.371
2010-08-14,0.385,0.374
2010-08-15,0.733,0.426
2010-08-16,0.785,0.485
2010-08-17,0.775,0.542
2010-08-22,0.614,0.576
2010-08-23,0.532,0.599
2010-08-24,0.502,0.618
2010-08-25,0.681,0.660
2010-08-26,0.526,0.631
2010-08-27,1.410,0.720
2010-08-28,1.002,0.752
2010-08-29,1.159,0.830
2010-08-30,1.038,0.903
2010-08-31,0.948,0.966
2010-09-01,1.106,1.027
2010-09-02,0.967,1.090
2010-09-03,0.935,1.022
2010-09-04,1.211,1.052
2010-09-05,0.919,1.018
2010-09-06,0.988,1.011
2010-09-07,1.008,1.019
2010-09-08,0.905,0.991
2010-09-09,0.860,0.975
2010-09-10,0.922,0.973
2010-09-11,1.016,0.946
2010-09-12,1.120,0.974
2010-09-13,0.747,0.940
2010-09-14,0.994,0.938
2010-09-15,0.685,0.906
2010-09-16,0.930,0.916
2010-09-17,1.040,0.933
2010-09-18,0.867,0.912
2010-09-19,0.639,0.843
2010-09-20,1.169,0.903
2010-09-21,0.772,0.872
2010-09-22,1.049,0.924
2010-09-23,1.007,0.934
2010-09-24,0.922,0.918
2010-09-25,0.449,0.858
2010-09-28,1.639,1.001
2010-09-29,1.170,1.001
2010-09-30,0.867,1.015
2010-10-01,1.045,1.014
2010-10-02,1.336,1.061
2010-10-03,1.271,1.111
2010-10-04,1.233,1.223
2010-10-05,1.288,1.173
2010-10-06,0.914,1.136
2010-10-07,1.257,1.192
2010-10-08,1.049,1.192
2010-10-09,1.119,1.162
2010-10-10,1.388,1.178
2010-10-11,1.127,1.163
2010-10-12,1.097,1.136
2010-10-13,1.440,1.211
2010-10-14,1.483,1.243
2010-10-15,1.109,1.252
2010-10-16,0.694,1.191
2010-10-17,0.727,1.097
2010-10-18,1.885,1.205
2010-10-19,1.337,1.239
2010-10-20,1.200,1.205
2010-10-21,0.941,1.128
2010-10-22,1.159,1.135
2010-10-23,1.593,1.263
2010-10-24,1.661,1.397
2010-10-25,0.808,1.243
2010-10-26,0.657,1.146
2010-10-27,0.875,1.099
2010-10-28,1.016,1.110
2010-10-29,0.836,1.064
2010-10-30,1.495,1.050
2010-10-31,1.025,0.959
2010-11-01,0.961,0.981
2010-11-02,0.827,1.005
2010-11-03,0.898,1.008
2010-11-04,1.774,1.117
2010-11-05,1.206,1.169
2010-11-06,1.254,1.135
2010-11-07,1.162,1.155
2010-11-08,1.268,1.198
2010-11-09,1.404,1.281
2010-11-10,1.352,1.346
2010-11-11,1.232,1.268
2010-11-12,1.276,1.278
2010-11-13,1.405,1.300
2010-11-14,1.416,1.336
2010-11-15,1.213,1.328
2010-11-16,1.048,1.277
2010-11-17,1.099,1.241
2010-11-18,1.147,1.229
2010-11-19,1.091,1.203
2010-11-20,1.526,1.220
2010-11-21,0.626,1.107
2010-11-22,1.418,1.136
2010-11-23,1.096,1.143
2010-11-24,1.247,1.164
2010-11-25,0.994,1.142
2010-11-26,1.178,1.155
